nombre_aeropouerto,codigo_IATA,ISO_pais,ISO_region
VALENCIA,VLC,ES,ES-V
VALLADOLID,VLL,ES,ES-CL
VITORIA,VIT,ES,ES-PV
VIGO,VGO,ES,ES-GA
SEVE BALLESTEROS-SANTANDER,SDR,ES,ES-S
ZARAGOZA,ZAZ,ES,ES-AR
SEVILLA,SVQ,ES,ES-AN
ST AUBIN,DPE,FR,FR-NOR
CALAIS-DUNKERQUE,CQF,FR,FR-HDF
ALBERT-BRAY,BYF,FR,FR-HDF
LE TOUQUET-CÔTE D'OPALE,LTQ,FR,FR-HDF
AGEN-LA GARENNE,AGF,FR,FR-NAQ
BORDEAUX-MÉRIGNAC,BOD,FR,FR-NAQ
BERGERAC-ROUMANIÈRE,EGC,FR,FR-NAQ
COGNAC-CHÂTEAUBERNARD (BA 709) AIR BASE,CNG,FR,FR-NAQ
LA ROCHELLE-ÎLE DE RÉ,LRH,FR,FR-NAQ
POITIERS-BIARD,PIS,FR,FR-NAQ
MONTLUÇON-GUÉRET,MCU,FR,FR-NAQ
LIMOGES,LIG,FR,FR-NAQ
NIORT-SOUCHÉ,NIT,FR,FR-NAQ
TOULOUSE-BLAGNAC,TLS,FR,FR-OCC
PAU PYRÉNÉES,PUF,FR,FR-NAQ
TARBES-LOURDES-PYRÉNÉES,LDE,FR,FR-OCC
ANGOULÊME-BRIE-CHAMPNIERS,ANG,FR,FR-NAQ
PÉRIGUEUX-BASSILLAC,PGX,FR,FR-NAQ
BIARRITZ-ANGLET-BAYONNE,BIQ,FR,FR-NAQ
AÉRODROME DE CAHORS-LALBENQUE,ZAO,FR,FR-OCC
ALBI-LE SÉQUESTRE,LBI,FR,FR-OCC
CASTRES-MAZAMET,DCM,FR,FR-OCC
RODEZ-MARCILLAC,RDZ,FR,FR-OCC
ROYAN-MÉDIS,RYN,FR,FR-NAQ
ROCHEFORT-SAINT-AGNANT (BA 721),RCO,FR,FR-NAQ
AÉRODROME DE BELLE ÎLE,BIC,FR,FR-BRE
OUESSANT,OUI,FR,FR-BRE
ÎLE D'YEU,IDY,FR,FR-PDL
COLMAR-HOUSSEN,CMR,FR,FR-GES
DOLE-TAVAUX,DLE,FR,FR-BFC
MEGÈVE ALTIPORT,MVV,FR,FR-ARA
AUBENAS-ARDÈCHE MÉRIDIONAL,OBS,FR,FR-ARA
LE PUY-LOUDES,LPY,FR,FR-ARA
ALTIPORT L'ALPE D'HUEZ - HENRI GIRAUD,AHZ,FR,FR-ARA
METZ-NANCY-LORRAINE,ETZ,FR,FR-GES
ANGERS-LOIRE,ANE,FR,FR-PDL
BASTIA-PORETTA,BIA,FR,FR-COR
CALVI-SAINTE-CATHERINE,CLY,FR,FR-COR
FIGARI SUD-CORSE,FSC,FR,FR-COR
AJACCIO-NAPOLÉON BONAPARTE,AJA,FR,FR-COR
PROPRIANO,PRP,FR,FR-COR
SOLENZARA (BA 126) AIR BASE,SOZ,FR,FR-COR
MÉRIBEL ALTIPORT,MFX,FR,FR-ARA
AUXERRE-BRANCHES,AUF,FR,FR-BFC
CHAMBÉRY-SAVOIE,CMF,FR,FR-ARA
CLERMONT-FERRAND AUVERGNE,CFE,FR,FR-ARA
BOURGES,BOU,FR,FR-CVL
COURCHEVEL,CVF,FR,FR-ARA
LYON SAINT-EXUPÉRY,LYS,FR,FR-ARA
SAINT-YAN,SYT,FR,FR-BFC
ROANNE-RENAISON,RNE,FR,FR-ARA
ANNECY-HAUTE-SAVOIE-MONT BLANC,NCY,FR,FR-ARA
GRENOBLE-ISÈRE,GNB,FR,FR-U-A
VALENCE-CHABEUIL,VAF,FR,FR-ARA
VICHY-CHARMEIL,VHY,FR,FR-ARA
AURILLAC,AUR,FR,FR-ARA
CHÂTEAUROUX-DÉOLS "MARCEL DASSAULT",CHR,FR,FR-CVL
LYON-BRON,LYN,FR,FR-ARA
CANNES-MANDELIEU,CEQ,FR,FR-PAC
SAINT-ÉTIENNE-BOUTHÉON,EBU,FR,FR-ARA
CARCASSONNE,CCF,FR,FR-OCC
MARSEILLE PROVENCE,MRS,FR,FR-PAC
NICE-CÔTE D'AZUR,NCE,FR,FR-PAC
PERPIGNAN-RIVESALTES (LLABANÈRE),PGF,FR,FR-OCC
LE CASTELLET,CTT,FR,FR-PAC
BARCELONNETTE - SAINT-PONS,BAE,FR,FR-PAC
MONTPELLIER-MÉDITERRANÉE,MPL,FR,FR-OCC
BÉZIERS-VIAS,BZR,FR,FR-OCC
AVIGNON-CAUMONT,AVN,FR,FR-PAC
GAP - TALLARD AIRFIELD,GAT,FR,FR-PAC
MENDE-BRENOUX AIRFIELD,MEN,FR,FR-OCC
MONT-DAUPHIN - ST-CRÉPIN AIRFIELD,SCP,FR,FR-PAC
PARIS BEAUVAIS TILLÉ,BVA,FR,FR-HDF
ÉVREUX-FAUVILLE (BA 105) AIR BASE,EVX,FR,FR-NOR
LE HAVRE OCTEVILLE,LEH,FR,FR-NOR
CHÂLONS-VATRY,XCR,FR,FR-GES
LES SABLES-D'OLONNE TALMONT,LSO,FR,FR-PDL
ROUEN,URO,FR,FR-NOR
TOURS-VAL-DE-LOIRE,TUF,FR,FR-CVL
CHOLET LE PONTREAU,CET,FR,FR-PDL
LAVAL-ENTRAMMES,LVA,FR,FR-PDL
ORLÉANS – SAINT-DENIS-DE-L'HÔTEL,ORE,FR,FR-CVL
PARIS-LE BOURGET,LBG,FR,FR-IDF
CREIL AIR BASE,CSF,FR,FR-HDF
CHARLES DE GAULLE INTERNATIONAL,CDG,FR,FR-IDF
TOUSSUS-LE-NOBLE,TNF,FR,FR-IDF
PARIS-ORLY,ORY,FR,FR-IDF
AÉRODROME DE PONTOISE - CORMEILLES EN VEXIN,POX,FR,FR-IDF
VILLACOUBLAY-VÉLIZY (BA 107) AIR BASE,VIY,FR,FR-IDF
NEVERS-FOURCHAMBAULT,NVS,FR,FR-BFC
LILLE-LESQUIN,LIL,FR,FR-HDF
MERVILLE-CALONNE,HZB,FR,FR-HDF
BREST BRETAGNE,BES,FR,FR-BRE
CHERBOURG-MAUPERTUS,CER,FR,FR-NOR
DINARD-PLEURTUIT-SAINT-MALO,DNR,FR,FR-BRE
LA BAULE-ESCOUBLAC,LBY,FR,FR-PDL
GRANVILLE,GFR,FR,FR-NOR
DEAUVILLE-SAINT-GATIEN,DOL,FR,FR-NOR
LORIENT SOUTH BRITTANY (BRETAGNE SUD),LRT,FR,FR-BRE
LA ROCHE-SUR-YON,EDM,FR,FR-PDL
LANDIVISIAU AIR BASE,LDV,FR,FR-BRE
CAEN-CARPIQUET,CFR,FR,FR-NOR
LE MANS-ARNAGE,LME,FR,FR-PDL
RENNES-SAINT-JACQUES,RNS,FR,FR-BRE
LANNION-CÔTE DE GRANIT,LAI,FR,FR-BRE
QUIMPER-CORNOUAILLE,UIP,FR,FR-BRE
NANTES ATLANTIQUE,NTE,FR,FR-PDL
SAINT-BRIEUC-ARMOR,SBK,FR,FR-BRE
MORLAIX-PLOUJEAN,MXN,FR,FR-BRE
VANNES-MEUCON,VNE,FR,FR-BRE
SAINT-NAZAIRE-MONTOIR,SNR,FR,FR-PDL
EUROAIRPORT BASEL-MULHOUSE-FREIBURG,BSL,FR,FR-GES
DIJON-BOURGOGNE,DIJ,FR,FR-BFC
ÉPINAL-MIRECOURT,EPL,FR,FR-GES
BRIVE-SOUILLAC,BVE,FR,FR-NAQ
NANCY-ESSEY,ENC,FR,FR-GES
STRASBOURG,SXB,FR,FR-GES
TOULON-HYÈRES,TLN,FR,FR-PAC
NÎMES-ARLES-CAMARGUE,FNI,FR,FR-OCC
LA MÔLE,LTT,FR,FR-PAC
MIQUELON,MQC,PM,PM-ML
ST PIERRE,FSP,PM,PM-SP
ANDRAVIDA AIR BASE,PYR,GR,GR-14
ALEXANDROUPOLI DEMOCRITUS,AXD,GR,GR-71
ATHENS ELEFTHERIOS VENIZELOS INTERNATIONAL,ATH,GR,GR-A1
NEA ANCHIALOS NATIONAL,VOL,GR,GR-43
MULAN,LGE,AU,AU-WA
CHIOS ISLAND NATIONAL,JKH,GR,GR-85
IKARIA,JIK,GR,GR-84
IOANNINA,IOA,GR,GR-33
HERAKLION INTERNATIONAL NIKOS KAZANTZAKIS,HER,GR,GR-91
KASTORIA NATIONAL ARISTOTLE,KSO,GR,GR-56
KITHIRA,KIT,GR,GR-A1
KEFALLINIA,EFL,GR,GR-23
KASTELORIZO,KZS,GR,GR-81
KALAMATA,KLX,GR,GR-17
KOS,KGS,GR,GR-81
KARPATHOS,AOK,GR,GR-81
IOANNIS KAPODISTRIAS INTERNATIONAL,CFU,GR,GR-22
KASOS,KSJ,GR,GR-81
KAVALA ALEXANDER THE GREAT INTERNATIONAL,KVA,GR,GR-55
KALYMNOS,JKL,GR,GR-81
KOZANI STATE FILIPPOS,KZI,GR,GR-58
LEROS,LRS,GR,GR-81
LIMNOS,LXS,GR,GR-83
LARISA AIR BASE,LRA,GR,GR-42
MIKONOS,JMK,GR,GR-82
MILOS,MLO,GR,GR-82
MYTILENE INTERNATIONAL,MJT,GR,GR-83
LINGA LINGA,LGN,PG,PG-WBK
NAXOS APOLLON,JNX,GR,GR-82
PAROS NATIONAL,PAS,GR,GR-82
ASTYPALAIA,JTY,GR,GR-81
AKTION NATIONAL,PVK,GR,GR-34
DIAGORAS,RHO,GR,GR-81
PATRAS ARAXOS AGAMEMNON,GPA,GR,GR-13
CHANIA INTERNATIONAL,CHQ,GR,GR-94
SKIATHOS ISLAND NATIONAL,JSI,GR,GR-43
SAMOS,SMI,GR,GR-84
SYROS,JSY,GR,GR-82
SPARTI,SPJ,GR,GR-16
SANTORINI,JTR,GR,GR-82
SITIA,JSH,GR,GR-92
SKIROS,SKU,GR,GR-04
THESSALONIKI MACEDONIA INTERNATIONAL,SKG,GR,GR-54
ZAKYNTHOS INTERNATIONAL "DIONYSIOS SOLOMOS",ZTH,GR,GR-21
BUDAPEST LISZT FERENC INTERNATIONAL,BUD,HU,HU-PE
DEBRECEN INTERNATIONAL,DEB,HU,HU-HB
MISKOLC,MCQ,HU,HU-BZ
PÉCS-POGÁNY,PEV,HU,HU-BA
LAKE HAVASU CITY INTERNATIONAL,LHS,US,US-AZ
HÉVÍZ–BALATON,SOB,HU,HU-ZA
TASZÁR AIR BASE,TZR,HU,HU-SO
L'AQUILA–PRETURO,QAQ,IT,IT-65
CROTONE,CRV,IT,IT-78
BARI KAROL WOJTYLA,BRI,IT,IT-75
FOGGIA "GINO LISA",FOG,IT,IT-75
TARANTO-GROTTAGLIE "MARCELLO ARLOTTA",TAR,IT,IT-75
LECCE GALATINA AIR BASE,LCC,IT,IT-75
ABRUZZO,PSR,IT,IT-65
BRINDISI,BDS,IT,IT-75
LAMEZIA TERME,SUF,IT,IT-78
COMISO,CIY,IT,IT-82
CATANIA-FONTANAROSSA,CTA,IT,IT-82
LAMPEDUSA,LMP,IT,IT-82
PANTELLERIA,PNL,IT,IT-82
FALCONE–BORSELLINO,PMO,IT,IT-82
REGGIO CALABRIA,REG,IT,IT-78
VINCENZO FLORIO TRAPANI-BIRGI,TPS,IT,IT-82
SIGONELLA NAVY AIR BASE,NSY,IT,IT-82
BELLUNO,BLX,IT,IT-34
RAVENNA,RAN,IT,IT-45
ALGHERO-FERTILIA,AHO,IT,IT-88
DECIMOMANNU AIR BASE,DCI,IT,IT-88
CAGLIARI ELMAS,CAG,IT,IT-88
OLBIA COSTA SMERALDA,OLB,IT,IT-88
ORISTANO-FENOSU,FNU,IT,IT-88
TORTOLÌ,TTB,IT,IT-88
MALPENSA INTERNATIONAL,MXP,IT,IT-25
MILAN BERGAMO,BGY,IT,IT-25
TURIN,TRN,IT,IT-21
VILLANOVA D'ALBENGA INTERNATIONAL,ALL,IT,IT-42
GENOA CRISTOFORO COLOMBO,GOA,IT,IT-42
MILANO LINATE,LIN,IT,IT-25
PARMA,PMF,IT,IT-45
AOSTA,AOT,IT,IT-23
CUNEO INTERNATIONAL,CUF,IT,IT-21
AVIANO AIR BASE,AVB,IT,IT-36
BOLZANO,BZO,IT,IT-32
UDINE-CAMPOFORMIDO AIR BASE,UDN,IT,IT-36
BOLOGNA GUGLIELMO MARCONI,BLQ,IT,IT-45
TREVISO-SANT'ANGELO,TSF,IT,IT-34
FORLÌ,FRL,IT,IT-45
BRESCIA,VBS,IT,IT-25
TRIESTE–FRIULI VENEZIA GIULIA,TRS,IT,IT-36
FEDERICO FELLINI INTERNATIONAL,RMI,IT,IT-45
VERONA VILLAFRANCA,VRN,IT,IT-34
MARCHE,AOI,IT,IT-57
VENICE MARCO POLO,VCE,IT,IT-34
LUCCA-TASSIGNANO,LCV,IT,IT-52
SIENA-AMPUGNANO,SAY,IT,IT-52
CIAMPINO–G. B. PASTINE INTERNATIONAL,CIA,IT,IT-62
ROME–FIUMICINO LEONARDO DA VINCI INTERNATIONAL,FCO,IT,IT-62
SALERNO COSTA D'AMALFI,QSR,IT,IT-72
MARINA DI CAMPO,EBA,IT,IT-52
NAPLES INTERNATIONAL,NAP,IT,IT-72
PISA INTERNATIONAL,PSA,IT,IT-52
PERETOLA,FLR,IT,IT-52
GROSSETO AIR BASE,GRS,IT,IT-52
PERUGIA SAN FRANCESCO D'ASSISI – UMBRIA INTERNATIONAL,PEG,IT,IT-55
LJUBLJANA JOŽE PUCNIK,LJU,SI,SI-061
MARIBOR,MBX,SI,SI-070
PORTOROŽ,POW,SI,SI-090
LEKANA,LKC,CG,CG-14
KUNOVICE,UHE,CZ,CZ-ZL
KARLOVY VARY INTERNATIONAL,KLV,CZ,CZ-KA
MARIÁNSKÉ LÁZNE,MKA,CZ,CZ-KA
OSTRAVA LEOS JANÁCEK,OSR,CZ,CZ-MO
OLOMOUC,OLO,CZ,CZ-OL
PARDUBICE,PED,CZ,CZ-PA
PREROV AIR BASE,PRV,CZ,CZ-OL
VÁCLAV HAVEL PRAGUE,PRG,CZ,CZ-PR
BRNO-TURANY,BRQ,CZ,CZ-JM
VODOCHODY,VOD,CZ,CZ-ST
ZABREH OSTRAVA AIRFIELD,ZBE,CZ,CZ-MO
BEN GURION INTERNATIONAL,TLV,IL,IL-M
BEERSHEBA (TEYMAN),BEV,IL,IL-D
RAMON INTERNATIONAL,ETM,IL,IL-D
EIN YAHAV AIRFIELD,EIY,IL,IL-D
REGINALDO HAMMER,LLH,HN,HN-CR
HAIFA INTERNATIONAL,HFA,IL,IL-HA
BEN YA'AKOV,RPN,IL,IL-Z
KIRYAT SHMONA,KSW,IL,IL-Z
LISSADELL,LLL,AU,AU-WA
BAR YEHUDA AIRFIELD,MTZ,IL,IL-D
NEVATIM AIR BASE,VTM,IL,IL-D
OVDA,VDA,IL,IL-D
RAMON AIR BASE,MIP,IL,IL-D
YOTVATA AIRFIELD,YOT,IL,IL-D
LA MACARENA,LMC,CO,CO-MET
MALTA INTERNATIONAL,MLA,MT,MT-25
MADIVARU,LMV,MV,MV-03
PALMA,LMZ,MZ,MZ-P
LENGBATI,LNC,PG,PG-MPL
MUNBIL,LNF,PG,PG-SAN
LANGIMAR,LNM,PG,PG-MPL
HOHENEMS-DORNBIRN AIRFIELD,HOH,AT,AT-8
FRANCISCO PRIMO DE VERDAD Y RAMOS,LOM,MX,MX-JAL
GRAZ,GRZ,AT,AT-6
INNSBRUCK,INN,AT,AT-7
KLAGENFURT,KLU,AT,AT-2
LINZ-HÖRSCHING / VOGLER AIR BASE,LNZ,AT,AT-4
SALZBURG,SZG,AT,AT-5
VIENNA INTERNATIONAL,VIE,AT,AT-9
ALVERCA AIR BASE,AVR,PT,PT-11
SANTA MARIA,SMA,PT,PT-20
BRAGANÇA,BGC,PT,PT-04
BEJA / AIRBASE,BYJ,PT,PT-02
BRAGA MUNICIPAL AERODROME,BGZ,PT,PT-03
AERODROMO DE CHAVES,CHV,PT,PT-17
CORVO,CVU,PT,PT-20
CASCAIS,CAT,PT,PT-11
FLORES,FLW,PT,PT-20
FARO,FAO,PT,PT-08
GRACIOSA,GRW,PT,PT-20
HORTA,HOR,PT,PT-20
LAJES,TER,PT,PT-20
MADEIRA INTERNATIONAL CRISTIANO RONALDO,FNC,PT,PT-30
MONTE REAL AIR BASE,QLR,PT,PT-10
JOÃO PAULO II,PDL,PT,PT-20
PICO,PIX,PT,PT-20
PORTIMÃO,PRM,PT,PT-08
FRANCISCO DE SÁ CARNEIRO,OPO,PT,PT-13
PORTO SANTO,PXO,PT,PT-30
HUMBERTO DELGADO (LISBON PORTELA),LIS,PT,PT-11
SÃO JORGE,SJZ,PT,PT-20
VILA REAL,VRL,PT,PT-17
AERODROMO GONCALVES LOBATO (VISEU),VSE,PT,PT-18
BANJA LUKA INTERNATIONAL,BNX,BA,BA-SRP
MOSTAR INTERNATIONAL,OMO,BA,BA-BIH
SARAJEVO INTERNATIONAL,SJJ,BA,BA-BIH
TUZLA INTERNATIONAL,TZL,BA,BA-BIH
ARAD INTERNATIONAL,ARW,RO,RO-AR
BACAU,BCM,RO,RO-BC
MARAMURE? INTERNATIONAL,BAY,RO,RO-MM
BANEASA INTERNATIONAL,BBU,RO,RO-B
MIHAIL KOGALNICEANU INTERNATIONAL,CND,RO,RO-CT
CLUJ-NAPOCA INTERNATIONAL,CLJ,RO,RO-CJ
CARANSEBES,CSB,RO,RO-CS
CRAIOVA,CRA,RO,RO-DJ
IASI,IAS,RO,RO-IS
ORADEA INTERNATIONAL,OMR,RO,RO-BH
HENRI COANDA INTERNATIONAL,OTP,RO,RO-B
SIBIU INTERNATIONAL,SBZ,RO,RO-SB
SATU MARE,SUJ,RO,RO-SM
SUCEAVA STEFAN CEL MARE,SCV,RO,RO-SV
TULCEA DANUBE DELTA,TCE,RO,RO-TL
TRANSILVANIA TÂRGU MURES INTERNATIONAL,TGM,RO,RO-MS
TIMISOARA TRAIAN VUIA,TSR,RO,RO-TM
GENEVA COINTRIN INTERNATIONAL,GVA,CH,CH-GE
SION,SIR,CH,CH-VS
EMMEN AIR BASE,EML,CH,CH-LU
LUGANO,LUG,CH,CH-TI
BERN BELP,BRN,CH,CH-BE
BUOCHS,BXO,CH,CH-NW
GRENCHEN,ZHI,CH,CH-SO
ZÜRICH,ZRH,CH,CH-ZH
LOCARNO,ZJI,CH,CH-TI
ST GALLEN ALTENRHEIN,ACH,CH,CH-SG
SAMEDAN,SMV,CH,CH-GR
GÖKÇEADA,GKD,TR,TR-17
ESENBOGA INTERNATIONAL,ESB,TR,TR-06
ETIMESGUT AIR BASE,ANK,TR,TR-06
ADANA SAKIRPASA,ADA,TR,TR-01
INCIRLIK AIR BASE,UAB,TR,TR-01
AFYON AIR BASE,AFY,TR,TR-03
ANTALYA INTERNATIONAL,AYT,TR,TR-07
GAZIANTEP INTERNATIONAL,GZT,TR,TR-27
KASTAMONU,KFS,TR,TR-37
KONYA,KYA,TR,TR-42
AMASYA MERZIFON,MZH,TR,TR-05
SIVAS NURI DEMIRAG,VAS,TR,TR-58
ZONGULDAK ÇAYCUMA,ONQ,TR,TR-67
MALATYA ERHAÇ,MLX,TR,TR-44
KAYSERI ERKILET,ASR,TR,TR-38
TOKAT,TJK,TR,TR-60
ÇARDAK,DNZ,TR,TR-20
NEVSEHIR KAPADOKYA,NAV,TR,TR-50
ISTANBUL ATATÜRK,ISL,TR,TR-34
ÇILDIR,CII,TR,TR-09
BURSA,BTZ,TR,TR-16
BALIKESIR MERKEZ,BZI,TR,TR-10
BANDIRMA,BDM,TR,TR-10
ÇANAKKALE,CKZ,TR,TR-17
ESKISEHIR AIR BASE,ESK,TR,TR-26
ADNAN MENDERES INTERNATIONAL,ADB,TR,TR-35
ÇIGLI,IGL,TR,TR-35
USAK,USQ,TR,TR-64
CENGIZ TOPEL,KCO,TR,TR-41
BURSA YENISEHIR,YEI,TR,TR-16
DALAMAN INTERNATIONAL,DLM,TR,TR-48
TEKIRDAG ÇORLU,TEQ,TR,TR-59
BODRUM-IMSIK,BXN,TR,TR-48
ANADOLU,AOE,TR,TR-26
ZAFER,KZR,TR,TR-43
ELAZIG,EZS,TR,TR-23
ORDU–GIRESUN,OGU,TR,TR-52
DIYARBAKIR,DIY,TR,TR-21
ERZINCAN,ERC,TR,TR-24
ERZURUM INTERNATIONAL,ERZ,TR,TR-25
KARS,KSY,TR,TR-36
TRABZON INTERNATIONAL,TZX,TR,TR-61
SANLIURFA,SFQ,TR,TR-63
VAN FERIT MELEN,VAN,TR,TR-65
BATMAN,BAL,TR,TR-72
MUS,MSR,TR,TR-49
SIIRT,SXZ,TR,TR-56
SINOP,NOP,TR,TR-57
KAHRAMANMARAS,KCM,TR,TR-46
AGRI,AJI,TR,TR-04
ADIYAMAN,ADF,TR,TR-02
MARDIN,MQM,TR,TR-47
SANLIURFA GAP,GNY,TR,TR-63
IGDIR,IGD,TR,TR-76
SIRNAK SERAFETTIN ELÇI,NKT,TR,TR-73
HAKKARI YÜKSEKOVA,YKO,TR,TR-30
HATAY,HTY,TR,TR-31
LEITRE,LTF,PG,PG-SAN
SÜLEYMAN DEMIREL INTERNATIONAL,ISE,TR,TR-32
BALIKESIR KOCA SEYIT,EDO,TR,TR-10
MILAS BODRUM INTERNATIONAL,BJV,TR,TR-48
GAZIPASA-ALANYA,GZP,TR,TR-07
SAMSUN-ÇARSAMBA,SZF,TR,TR-55
ISTANBUL SABIHA GÖKÇEN INTERNATIONAL,SAW,TR,TR-34
ISTANBUL,IST,TR,TR-34
BAL?I INTERNATIONAL,BZY,MD,MD-RS
CHISINAU INTERNATIONAL,KIV,MD,MD-C
LUBLIN,LUZ,PL,PL-LU
LEBAK RURAL,LWA,PH,PH-SUK
OHRID ST. PAUL THE APOSTLE,OHD,MK,MK-003
SKOPJE INTERNATIONAL,SKP,MK,MK-004
GIBRALTAR,GIB,GI,GI-U-A
BRAK,BCQ,LY,LY-SH
MARTUBAH,DNF,LY,LY-DR
MISRATAH,MRA,LY,LY-MI
UBARI,QUB,LY,LY-WD
PONIKVE,UZC,RS,RS-16
BELGRADE NIKOLA TESLA,BEG,RS,RS-00
BERANE,IVG,ME,ME-03
BATAJNICA AIR BASE,BJY,RS,RS-07
MORAVA,KVO,RS,RS-18
NIS,INI,RS,RS-20
PODGORICA / PODGORICA GOLUBOVCI AIRBASE,TGD,ME,ME-16
TIVAT,TIV,ME,ME-19
M. R. ŠTEFÁNIK,BTS,SK,SK-BL
KOŠICE,KSC,SK,SK-KI
LUCENEC,LUE,SK,SK-BC
PIEŠTANY,PZY,SK,SK-TA
PREŠOV AIR BASE,POV,SK,SK-PV
SLIAC,SLD,SK,SK-BC
POPRAD-TATRY,TAT,SK,SK-KI
ŽILINA,ILZ,SK,SK-ZI
DRUMMOND,DRU,US,US-MT
GUELMIM,GLN,MA,MA-TIZ
WARE,UWA,US,US-MA
MAMAI,MAP,PG,PG-CPM
JAGS MCCARTNEY INTERNATIONAL,GDT,TC,TC-GT
MIDDLE CAICOS,MDS,TC,TC-MC
NORTH CAICOS,NCA,TC,TC-NC
PINE CAY,PIC,TC,TC-PN
PROVIDENCIALES INTERNATIONAL,PLS,TC,TC-PR
SOUTH CAICOS,XSC,TC,TC-SC
SALT CAY,SLX,TC,TC-SL
MARIA MONTEZ INTERNATIONAL,BRX,DO,DO-04
CABO ROJO,CBJ,DO,DO-16
SAMANÁ EL CATEY INTERNATIONAL,AZS,DO,DO-20
CONSTANZA - EXPEDICIÓN 14 DE JUNIO NATIONAL,COZ,DO,DO-13
LA ISABELA INTERNATIONAL,JBQ,DO,DO-01
CASA DE CAMPO INTERNATIONAL,LRM,DO,DO-12
PUNTA CANA INTERNATIONAL,PUJ,DO,DO-11
GREGORIO LUPERON INTERNATIONAL,POP,DO,DO-18
LAS AMÉRICAS INTERNATIONAL,SDQ,DO,DO-01
CIBAO INTERNATIONAL,STI,DO,DO-25
MÉDOUNEU,MDV,GQ,GQ-CS
LORING INTERNATIONAL,LIZ,US,US-ME
MELFI,MEF,TD,TD-GR
AMBOHIBARY,OHB,MG,MG-A
DOANY,DOA,MG,MG-D
COBAN,CBV,GT,GT-AV
CARMELITA,CMM,GT,GT-PE
COATEPEQUE,CTF,GT,GT-QZ
LA AURORA,GUA,GT,GT-GU
HUEHUETENANGO,HUG,GT,GT-HU
MELCHOR DE MENCOS,MCR,GT,GT-PE
MANGA,MGP,PG,PG-NIK
PUERTO BARRIOS,PBR,GT,GT-IZ
POPTÚN,PON,GT,GT-PE
QUICHÉ,AQB,GT,GT-QC
QUEZALTENANGO,AAZ,GT,GT-QZ
RUBELSANTO,RUV,GT,GT-AV
LAS VEGAS,LCF,GT,GT-IZ
RETALHULEU,RER,GT,GT-RE
SAN JOSÉ,GSJ,GT,GT-ES
MUNDO MAYA INTERNATIONAL,FRS,GT,GT-PE
AILUK,AIM,MH,MH-ALK
AUR ISLAND,AUL,MH,MH-AUR
ENYU AIRFIELD,BII,MH,MH-BIK
EBADON,EBN,MH,MH-KWA
JABOT,JAT,MH,MH-ALL
JEH,JEJ,MH,MH-ALL
LIKIEP,LIK,MH,MH-LIK
LAE ISLAND,LML,MH,MH-LAE
MALOELAP ISLAND,MAV,MH,MH-MAL
MEJIT ATOLL,MJB,MH,MH-MEJ
MAJKIN,MJE,MH,MH-NMU
NAMORIK ATOLL,NDK,MH,MH-NMK
RONGELAP ISLAND,RNP,MH,MH-RON
TINAK,TIC,MH,MH-ARN
JALUIT,UIT,MH,MH-JAL
WOJA,WJA,MH,MH-ALL
WOTJE,WTE,MH,MH-WTJ
WOTHO ISLAND,WTO,MH,MH-WTN
AHUAS,AHS,HN,HN-GD
BRUS LAGUNA,BHG,HN,HN-GD
CATACAMAS,CAA,HN,HN-OL
CARTA,LUI,HN,HN-OL
COYOLES,CYL,HN,HN-YO
CAUQUIRA,CDD,HN,HN-GD
EL ARRAYÁN,OAN,HN,HN-YO
CELAQUE,GAC,HN,HN-LE
IRIONA,IRN,HN,HN-CL
JICALAPA,GUO,HN,HN-OL
JUTIGALPA,JUT,HN,HN-OL
GOLOSON INTERNATIONAL,LCE,HN,HN-AT
LA ESPERANZA,LEZ,HN,HN-IN
RAMÓN VILLEDA MORALES INTERNATIONAL,SAP,HN,HN-CR
HOOKER COUNTY,MHN,US,US-NE
LA LAGUNA,GJA,HN,HN-IB
PALACIOS,PCH,HN,HN-GD
PUERTO LEMPIRA,PEU,HN,HN-GD
JUAN MANUEL GÁLVEZ INTERNATIONAL,RTB,HN,HN-IB
COPÁN RUINAS,RUY,HN,HN-CP
PALMEROLA INTERNATIONAL,XPL,HN,HN-CM
TELA,TEA,HN,HN-AT
TONCONTÍN INTERNATIONAL,TGU,HN,HN-FM
TRUJILLO,TJI,HN,HN-CL
SULACO,SCD,HN,HN-YO
UTILA,UII,HN,HN-IB
MOREHEAD,MHY,PG,PG-WPD
YORO,ORO,HN,HN-YO
MAINORU AIRSTRIP,MIZ,AU,AU-NT
MOKI,MJJ,PG,PG-MPM
MAGANJA DA COSTA,MJS,MZ,MZ-Q
IAN FLEMING INTERNATIONAL,OCJ,JM,JM-05
NORMAN MANLEY INTERNATIONAL,KIN,JM,JM-01
SANGSTER INTERNATIONAL,MBJ,JM,JM-08
KEN JONES,POT,JM,JM-04
MALEKOLON,MKN,PG,PG-NIK
NEGRIL,NEG,JM,JM-09
TINSON PEN,KTP,JM,JM-02
MILI ISLAND,MIJ,MH,MH-MIL
MALALAUA,MLQ,PG,PG-GPK
HINTHADA,HEB,MM,MM-07
CUPUL,TZM,MX,MX-YUC
GENERAL JUAN N ALVAREZ INTERNATIONAL,ACA,MX,MX-GRO
DEL NORTE INTERNATIONAL,NTR,MX,MX-NLE
JESÚS TERÁN PAREDO INTERNATIONAL,AGU,MX,MX-AGU
BAHÍAS DE HUATULCO INTERNATIONAL,HUX,MX,MX-OAX
CANANEA NATIONAL,CNA,MX,MX-SON
